,Predictions,Actual,Stock Price,,,,,,ROI,,,,
921,26.96476839,23.97,23.53,TRUE,FALSE,FALSE,1.9%,,,,,,
1619,52.13418375,51.88,49.74,TRUE,FALSE,FALSE,4.3%,,,,,,
906,204.1750457,192.59,203.45,TRUE,FALSE,FALSE,-5.3%,,,,,,
1394,72.05553936,66.45,70.44,TRUE,FALSE,FALSE,-5.7%,,,,,,
608,38.14820262,36.96,34.22,TRUE,FALSE,FALSE,8.0%,,,,,,
1215,154.1930865,169.04,161.9,FALSE,TRUE,FALSE,4.4%,,,,,,
792,211.3537199,199.35,210.44,TRUE,FALSE,FALSE,-5.3%,,,,,,
1181,108.9477544,113.76,106.67,TRUE,FALSE,FALSE,6.6%,,,,,,
696,86.09803958,82.83,83.17,TRUE,FALSE,FALSE,-0.4%,,,,,,
1519,172.0051464,173.97,173.29,FALSE,TRUE,FALSE,0.4%,,,,,,
1213,106.2553928,116.84,105.52,TRUE,FALSE,FALSE,10.7%,,,,,,
474,71.81985385,68,72.72,FALSE,TRUE,FALSE,-6.5%,,,,,,
1686,70.10762119,87.26,69.04,TRUE,FALSE,FALSE,26.4%,,,,,,
1524,89.1299741,84.96,85.87,TRUE,FALSE,FALSE,-1.1%,,,,,,
1671,97.98329611,96.84,100.25,FALSE,TRUE,FALSE,-3.4%,,,,,,
1672,58.12828994,57.06,57.49,TRUE,FALSE,FALSE,-0.7%,,,,,,
1408,120.1905025,119.25,118.79,TRUE,FALSE,FALSE,0.4%,,,,,,
639,151.77243,154.57,149.35,TRUE,FALSE,FALSE,3.5%,,,,,,
1750,63.20449215,51.71,60.39,TRUE,FALSE,FALSE,-14.4%,,,,,,
1502,71.93394894,77.24,68.97,TRUE,FALSE,FALSE,12.0%,,,,,,
69,61.85075807,48.15,62.79,FALSE,TRUE,FALSE,-23.3%,,,,,,
1727,107.8888466,110.31,102.98,TRUE,FALSE,FALSE,7.1%,,,,,,
1560,171.8549879,186.5,164.76,TRUE,FALSE,FALSE,13.2%,,,,,,
1697,129.0797202,102.67,125.81,TRUE,FALSE,FALSE,-18.4%,,,,,,
285,1518.057468,1603.07,1517.96,TRUE,FALSE,FALSE,5.6%,,,,,,
467,53.39129004,40.48,49.05,TRUE,FALSE,FALSE,-17.5%,,,,,,
591,67.01494544,70.3,66.52,TRUE,FALSE,FALSE,5.7%,,,,,,
1210,27.67509679,27.79,26.6,TRUE,FALSE,FALSE,4.5%,,,,,,
83,234.4929727,258.97,222.03,TRUE,FALSE,FALSE,16.6%,,,,,,
63,88.39897069,87.53,86.56,TRUE,FALSE,FALSE,1.1%,,,,,,
1573,103.4495885,111.46,107.94,FALSE,TRUE,FALSE,3.3%,,,,,,
1237,76.1111354,72.4,75.58,TRUE,FALSE,FALSE,-4.2%,,,,,,
50,139.3687185,116.8,136.51,TRUE,FALSE,FALSE,-14.4%,,,,,,
321,187.7226036,200.51,192.55,FALSE,TRUE,FALSE,4.1%,,,,,,
1226,61.18740108,61.67,58.96,TRUE,FALSE,FALSE,4.6%,,,,,,
859,55.75872414,50.14,51.68,TRUE,FALSE,FALSE,-3.0%,,,,,,
128,142.7128849,138.99,142.46,TRUE,FALSE,FALSE,-2.4%,,,,,,
213,124.9406989,124.93,123.05,TRUE,FALSE,FALSE,1.5%,,,,,,
1783,86.93008678,87.46,87.91,FALSE,TRUE,FALSE,-0.5%,,,,,,
1722,52.2763347,51.31,49.11,TRUE,FALSE,FALSE,4.5%,,,,,,
1845,78.20242544,77.62,75.04,TRUE,FALSE,FALSE,3.4%,,,,,,
1386,54.57839914,52.69,52.15,TRUE,FALSE,FALSE,1.0%,,,,,,
852,160.564205,173.27,185.01,FALSE,TRUE,FALSE,-6.3%,,,,,,
732,71.18378578,54.72,69.53,TRUE,FALSE,FALSE,-21.3%,,,,,,
375,41.99703479,43.35,40.77,TRUE,FALSE,FALSE,6.3%,,,,,,
1693,21.11553004,22.58,18.73,TRUE,FALSE,FALSE,20.6%,,,,,,
1518,102.1550153,105.86,100.62,TRUE,FALSE,FALSE,5.2%,,,,,,
1545,55.444287,55.98,54,TRUE,FALSE,FALSE,3.7%,,,,,,
211,32.43991638,30.82,29.37,TRUE,FALSE,FALSE,4.9%,,,,,,
1337,47.0787345,40.72,42.53,TRUE,FALSE,FALSE,-4.3%,,,,,,
35,399.439081,376.93,384.21,TRUE,FALSE,FALSE,-1.9%,,,,,,
1174,82.3525238,82.71,80.09,TRUE,FALSE,FALSE,3.3%,,,,,,
1774,69.24234135,69.44,68.03,TRUE,FALSE,FALSE,2.1%,,,,,,
488,130.5410529,132.69,126.39,TRUE,FALSE,FALSE,5.0%,,,,,,
1072,97.57713076,99.59,96.12,TRUE,FALSE,FALSE,3.6%,,,,,,
1006,50.86080674,51.75,48.29,TRUE,FALSE,FALSE,7.2%,,,,,,
1659,241.7207047,235.38,263.92,FALSE,TRUE,FALSE,-10.8%,,,,,,
1214,113.2109926,112.78,112.15,TRUE,FALSE,FALSE,0.6%,,,,,,
148,89.64773587,87.98,86.97,TRUE,FALSE,FALSE,1.2%,,,,,,
1120,103.3053276,93.91,101.28,TRUE,FALSE,FALSE,-7.3%,,,,,,
1409,81.31993072,78.55,80.32,TRUE,FALSE,FALSE,-2.2%,,,,,,
903,28.15846358,26.11,25.4,TRUE,FALSE,FALSE,2.8%,,,,,,
1752,74.28206782,75.55,71.26,TRUE,FALSE,FALSE,6.0%,,,,,,
330,56.22171878,57.24,58.27,FALSE,TRUE,FALSE,-1.8%,,,,,,
635,217.5482471,244.4,216.79,TRUE,FALSE,FALSE,12.7%,,,,,,
762,78.66135223,79.77,76.25,TRUE,FALSE,FALSE,4.6%,,,,,,
262,48.66835656,45.63,46.09,TRUE,FALSE,FALSE,-1.0%,,,,,,
123,36.97174094,34.98,33.66,TRUE,FALSE,FALSE,3.9%,,,,,,
937,54.72952328,54.15,52.5,TRUE,FALSE,FALSE,3.1%,,,,,,
764,169.7633259,175.82,167.31,TRUE,FALSE,FALSE,5.1%,,,,,,
1444,123.5292765,124.15,121.21,TRUE,FALSE,FALSE,2.4%,,,,,,
276,38.64152021,35.93,35.4,TRUE,FALSE,FALSE,1.5%,,,,,,
926,85.11054759,82.03,81.93,TRUE,FALSE,FALSE,0.1%,,,,,,
302,54.78491917,46.98,52.16,TRUE,FALSE,FALSE,-9.9%,,,,,,
835,35.35306882,32.68,32.45,TRUE,FALSE,FALSE,0.7%,,,,,,
1628,33.22602494,31.36,29.92,TRUE,FALSE,FALSE,4.8%,,,,,,
1647,89.2645076,96.29,87.45,TRUE,FALSE,FALSE,10.1%,,,,,,
1759,55.91818719,54.07,53.8,TRUE,FALSE,FALSE,0.5%,,,,,,
1887,29.61591434,27.56,27.03,TRUE,FALSE,FALSE,2.0%,,,,,,
613,135.3349555,132.68,134.51,TRUE,FALSE,FALSE,-1.4%,,,,,,
13,159.448126,164.42,161.55,FALSE,TRUE,FALSE,1.8%,,,,,,
1037,299.5410868,350.63,289.24,TRUE,FALSE,FALSE,21.2%,,,,,,
184,175.7055498,188.81,178.14,FALSE,TRUE,FALSE,6.0%,,,,,,
1089,30.57939601,27.27,27.58,TRUE,FALSE,FALSE,-1.1%,,,,,,
175,26.72078798,22.07,21.69,TRUE,FALSE,FALSE,1.8%,,,,,,
904,86.16304088,83.58,83.06,TRUE,FALSE,FALSE,0.6%,,,,,,
939,169.3167766,178.26,173.24,FALSE,TRUE,FALSE,2.9%,,,,,,
985,129.2699664,144.5,135.21,FALSE,TRUE,FALSE,6.9%,,,,,,
708,144.6122778,142.99,141.88,TRUE,FALSE,FALSE,0.8%,,,,,,
1328,61.4491368,65,55.96,TRUE,FALSE,FALSE,16.2%,,,,,,
772,395.0978717,441.61,391.91,TRUE,FALSE,FALSE,12.7%,,,,,,
1588,127.7627039,137.54,115.69,TRUE,FALSE,FALSE,18.9%,,,,,,
236,44.7067316,38.93,40.71,TRUE,FALSE,FALSE,-4.4%,,,,,,
661,98.81763786,81.08,99.7,FALSE,TRUE,FALSE,-18.7%,,,,,,
1501,98.02600264,103.13,97.2,TRUE,FALSE,FALSE,6.1%,,,,,,
1883,21.64804455,17.71,18.32,TRUE,FALSE,FALSE,-3.3%,,,,,,
569,227.5479696,229.6,231.68,FALSE,TRUE,FALSE,-0.9%,,,,,,
480,50.81821968,46.36,46.7,TRUE,FALSE,FALSE,-0.7%,,,,,,
118,172.5617017,165.64,162.19,TRUE,FALSE,FALSE,2.1%,,,,,,
1323,121.7254723,127.54,121.52,TRUE,FALSE,FALSE,5.0%,,,,,,
482,71.20227896,71.06,68.82,TRUE,FALSE,FALSE,3.3%,,,,,,
1391,49.95249985,59.96,49.75,TRUE,FALSE,FALSE,20.5%,,,,,,
1488,109.236881,131.02,110.89,FALSE,TRUE,FALSE,18.2%,,,,,,
124,80.38652887,81.15,77.75,TRUE,FALSE,FALSE,4.4%,,,,,,
1705,53.80766942,52.99,50.43,TRUE,FALSE,FALSE,5.1%,,,,,,
1166,29.02430302,23.68,25.61,TRUE,FALSE,FALSE,-7.5%,,,,,,
956,85.64977442,80.65,82.17,TRUE,FALSE,FALSE,-1.8%,,,,,,
1121,37.30179078,33.39,34.48,TRUE,FALSE,FALSE,-3.2%,,,,,,
418,266.7676732,270.2,263.325,TRUE,FALSE,FALSE,2.6%,,,,,,
1370,21.18332128,18.6,18.33,TRUE,FALSE,FALSE,1.5%,,,,,,
202,35.72313096,35.13,37.83,FALSE,TRUE,FALSE,-7.1%,,,,,,
1077,211.0628017,221.45,212.45,FALSE,TRUE,FALSE,4.2%,,,,,,
1771,107.1023465,106.24,106.69,TRUE,FALSE,FALSE,-0.4%,,,,,,
1680,108.2712753,109.55,106.46,TRUE,FALSE,FALSE,2.9%,,,,,,
1260,129.3092887,133.76,124.35,TRUE,FALSE,FALSE,7.6%,,,,,,
1699,71.16844441,61.7,69.03,TRUE,FALSE,FALSE,-10.6%,,,,,,
636,12.80527604,11,9.33,TRUE,FALSE,FALSE,17.9%,,,,,,
1639,68.62945284,66.65,66.44,TRUE,FALSE,FALSE,0.3%,,,,,,
1373,73.34287472,73.21,74.5,FALSE,TRUE,FALSE,-1.7%,,,,,,
643,116.1619441,116.87,116.11,TRUE,FALSE,FALSE,0.7%,,,,,,
445,30.90153813,27.79,27.97,TRUE,FALSE,FALSE,-0.6%,,,,,,
1648,85.49561105,88.42,83.87,TRUE,FALSE,FALSE,5.4%,,,,,,
1553,50.38140705,44.33,46.88,TRUE,FALSE,FALSE,-5.4%,,,,,,
959,82.70519061,77.11,80.37,TRUE,FALSE,FALSE,-4.1%,,,,,,
491,258.7056012,309.41,268.2,FALSE,TRUE,FALSE,15.4%,,,,,,
1026,48.94610405,47.92,45.01,TRUE,FALSE,FALSE,6.5%,,,,,,
1606,126.3280875,119.03,120.98,TRUE,FALSE,FALSE,-1.6%,,,,,,
245,167.2583829,153.03,163.01,TRUE,FALSE,FALSE,-6.1%,,,,,,
329,116.8095167,114.33,116,TRUE,FALSE,FALSE,-1.4%,,,,,,
136,246.3198554,265.38,247.93,FALSE,TRUE,FALSE,7.0%,,,,,,
198,92.59910553,82.74,89.02,TRUE,FALSE,FALSE,-7.1%,,,,,,
162,81.39931902,76.45,77.8,TRUE,FALSE,FALSE,-1.7%,,,,,,
154,39.34562593,35.87,33.99,TRUE,FALSE,FALSE,5.5%,,,,,,
1485,61.47380895,59.41,58.56,TRUE,FALSE,FALSE,1.5%,,,,,,
1605,95.48864447,97.48,94.17,TRUE,FALSE,FALSE,3.5%,,,,,,
1375,117.764686,115.6,111.34,TRUE,FALSE,FALSE,3.8%,,,,,,
1055,38.38240046,33.56,35.94,TRUE,FALSE,FALSE,-6.6%,,,,,,
908,49.23849447,44.98,45.73,TRUE,FALSE,FALSE,-1.6%,,,,,,
41,16.98949431,13.28,13.63,TRUE,FALSE,FALSE,-2.6%,,,,,,
427,61.05090996,60.09,57.92,TRUE,FALSE,FALSE,3.7%,,,,,,
980,36.20157902,31.38,31.26,TRUE,FALSE,FALSE,0.4%,,,,,,
1798,41.9964327,36.33,39.33,TRUE,FALSE,FALSE,-7.6%,,,,,,
446,21.38656231,21.94,18.54,TRUE,FALSE,FALSE,18.3%,,,,,,
1542,159.8657878,159.03,154.8,TRUE,FALSE,FALSE,2.7%,,,,,,
1585,156.91043,160.51,151.72,TRUE,FALSE,FALSE,5.8%,,,,,,
52,83.39938719,86.44,81.48,TRUE,FALSE,FALSE,6.1%,,,,,,
1673,48.17620595,49.22,47.79,TRUE,FALSE,FALSE,3.0%,,,,,,
1765,50.60177215,38.81,47.9,TRUE,FALSE,FALSE,-19.0%,,,,,,
1431,97.91935652,95.59,93.92,TRUE,FALSE,FALSE,1.8%,,,,,,
631,81.89438641,84.39,80,TRUE,FALSE,FALSE,5.5%,,,,,,
710,39.09327697,36.47,36.8,TRUE,FALSE,FALSE,-0.9%,,,,,,
11,48.28963637,45.34,45.41,TRUE,FALSE,FALSE,-0.2%,,,,,,
338,176.2132993,183.71,177.15,FALSE,TRUE,FALSE,3.7%,,,,,,
915,20.9449338,18.23,17.73,TRUE,FALSE,FALSE,2.8%,,,,,,
1218,23.29883373,21.51,20.31,TRUE,FALSE,FALSE,5.9%,,,,,,
250,56.23471379,54.78,52.28,TRUE,FALSE,FALSE,4.8%,,,,,,
1635,95.44872185,91.54,93.99,TRUE,FALSE,FALSE,-2.6%,,,,,,
512,324.0100133,344.91,331.05,FALSE,TRUE,FALSE,4.2%,,,,,,
622,173.2085952,168.43,177.4,FALSE,TRUE,FALSE,-5.1%,,,,,,
1600,120.5285096,100.1,117.3,TRUE,FALSE,FALSE,-14.7%,,,,,,
443,91.70366745,89.84,88.31,TRUE,FALSE,FALSE,1.7%,,,,,,
1546,46.28098652,40.28,42.93,TRUE,FALSE,FALSE,-6.2%,,,,,,
199,160.3510167,152.37,159.8,TRUE,FALSE,FALSE,-4.6%,,,,,,
269,55.18479694,54.75,53.05,TRUE,FALSE,FALSE,3.2%,,,,,,
771,110.3232007,112.88,108.13,TRUE,FALSE,FALSE,4.4%,,,,,,
384,1678.205304,1639.83,1718.73,FALSE,TRUE,FALSE,-4.6%,,,,,,
606,122.1599339,148.2,134.4,FALSE,TRUE,FALSE,10.3%,,,,,,
1175,70.73947201,67.38,67.72,TRUE,FALSE,FALSE,-0.5%,,,,,,
1366,163.2295,177.48,162.55,TRUE,FALSE,FALSE,9.2%,,,,,,
727,54.56751774,48.23,49.48,TRUE,FALSE,FALSE,-2.5%,,,,,,
891,208.2588764,227.82,205.18,TRUE,FALSE,FALSE,11.0%,,,,,,
571,104.1399048,112.12,106.79,FALSE,TRUE,FALSE,5.0%,,,,,,
1872,32.94308355,29.13,30.33,TRUE,FALSE,FALSE,-4.0%,,,,,,
1010,124.4139591,134.12,122.75,TRUE,FALSE,FALSE,9.3%,,,,,,
1784,23.13813441,19.89,19.91,TRUE,FALSE,FALSE,-0.1%,,,,,,
713,112.8480909,112.65,110.83,TRUE,FALSE,FALSE,1.6%,,,,,,
353,151.9527311,162.28,150.42,TRUE,FALSE,FALSE,7.9%,,,,,,
142,48.24562468,43.72,45.03,TRUE,FALSE,FALSE,-2.9%,,,,,,
811,62.93791956,62.64,60.72,TRUE,FALSE,FALSE,3.2%,,,,,,
401,37.58024114,37.1,34.37,TRUE,FALSE,FALSE,7.9%,,,,,,
260,129.7541789,122.19,126.62,TRUE,FALSE,FALSE,-3.5%,,,,,,
1033,217.6483358,207.3,214.48,TRUE,FALSE,FALSE,-3.3%,,,,,,
666,147.1837763,142.61,147.13,TRUE,FALSE,FALSE,-3.1%,,,,,,
129,94.64029691,83.34,92.18,TRUE,FALSE,FALSE,-9.6%,,,,,,
930,37.89821142,35.67,35.42,TRUE,FALSE,FALSE,0.7%,,,,,,
757,91.4630425,90.36,87.82,TRUE,FALSE,FALSE,2.9%,,,,,,
750,33.06735257,32.57,28.86,TRUE,FALSE,FALSE,12.9%,,,,,,
1076,136.5153264,129.88,134.23,TRUE,FALSE,FALSE,-3.2%,,,,,,
1172,43.64280311,41.63,42.72,TRUE,FALSE,FALSE,-2.6%,,,,,,
1411,126.3099516,134.23,124.26,TRUE,FALSE,FALSE,8.0%,,,,,,
1597,415.8625375,402.64,406.56,TRUE,FALSE,FALSE,-1.0%,,,,,,
1271,44.61154574,45.05,40.89,TRUE,FALSE,FALSE,10.2%,,,,,,
847,74.29618889,74.3,71.44,TRUE,FALSE,FALSE,4.0%,,,,,,
144,268.3465261,251.56,267.85,TRUE,FALSE,FALSE,-6.1%,,,,,,
1016,50.29977603,48.48,47.16,TRUE,FALSE,FALSE,2.8%,,,,,,
143,21.66385611,18.12,17.81,TRUE,FALSE,FALSE,1.7%,,,,,,
1307,53.10430728,48.37,50.56,TRUE,FALSE,FALSE,-4.3%,,,,,,
48,92.16858519,97.66,92.81,FALSE,TRUE,FALSE,5.2%,,,,,,
1706,31.44766116,30.9,27.07,TRUE,FALSE,FALSE,14.1%,,,,,,
933,288.2492861,289.68,287.67,TRUE,FALSE,FALSE,0.7%,,,,,,
1480,33.55536665,32.59,30.55,TRUE,FALSE,FALSE,6.7%,,,,,,
1458,35.33289446,34.38,33.43,TRUE,FALSE,FALSE,2.8%,,,,,,
1506,84.55623317,86.62,82.96,TRUE,FALSE,FALSE,4.4%,,,,,,
540,152.8877528,142.39,153.28,FALSE,TRUE,FALSE,-7.1%,,,,,,
1552,147.7598289,163.06,151.47,FALSE,TRUE,FALSE,7.7%,,,,,,
1425,37.70596031,34.45,35.11,TRUE,FALSE,FALSE,-1.9%,,,,,,
27,44.04322547,43.56,42.37,TRUE,FALSE,FALSE,2.8%,,,,,,
1335,59.24779947,57.41,55.91,TRUE,FALSE,FALSE,2.7%,,,,,,
726,65.85658835,60.52,72.21,FALSE,TRUE,FALSE,-16.2%,,,,,,
1486,195.5222275,219,202.7,FALSE,TRUE,FALSE,8.0%,,,,,,
1496,169.4638858,146.2,165.73,TRUE,FALSE,FALSE,-11.8%,,,,,,
328,50.02692831,45.7,45.59,TRUE,FALSE,FALSE,0.2%,,,,,,
197,52.94865502,53.7,56.45,FALSE,TRUE,FALSE,-4.9%,,,,,,
194,69.11341502,73.22,71.63,FALSE,TRUE,FALSE,2.2%,,,,,,
1841,91.03210235,106.92,98.93,FALSE,TRUE,FALSE,8.1%,,,,,,
560,37.31552069,35.31,34.75,TRUE,FALSE,FALSE,1.6%,,,,,,
496,38.01489543,38.13,36.21,TRUE,FALSE,FALSE,5.3%,,,,,,
1826,167.1484664,170.17,160.34,TRUE,FALSE,FALSE,6.1%,,,,,,
805,63.74852806,61.39,61.95,TRUE,FALSE,FALSE,-0.9%,,,,,,
1417,63.67694301,66.72,63.86,FALSE,TRUE,FALSE,4.5%,,,,,,
1186,81.76415716,79.55,74.91,TRUE,FALSE,FALSE,6.2%,,,,,,
174,50.64539711,50.38,48.26,TRUE,FALSE,FALSE,4.4%,,,,,,
1225,16.54706972,13.78,13.84,TRUE,FALSE,FALSE,-0.4%,,,,,,
215,868.0005204,845.58,880.07,FALSE,TRUE,FALSE,-3.9%,,,,,,
589,179.21499,191.52,177.47,TRUE,FALSE,FALSE,7.9%,,,,,,
502,52.74370668,50.64,49.24,TRUE,FALSE,FALSE,2.8%,,,,,,
804,36.88070474,33.75,32.95,TRUE,FALSE,FALSE,2.4%,,,,,,
1068,36.53963131,36.69,34.05,TRUE,FALSE,FALSE,7.8%,,,,,,
973,12.86817898,7.94,10.18,TRUE,FALSE,FALSE,-22.0%,,,,,,
176,262.1020541,297.87,271.85,FALSE,TRUE,FALSE,9.6%,,,,,,
789,99.3321476,100.66,97.74,TRUE,FALSE,FALSE,3.0%,,,,,,
1090,101.1558938,100.84,106.12,FALSE,TRUE,FALSE,-5.0%,,,,,,
1541,212.7654992,202.85,212.01,TRUE,FALSE,FALSE,-4.3%,,,,,,
1684,356.2618237,353.75,356.7,FALSE,TRUE,FALSE,-0.8%,,,,,,
733,176.8021577,169.29,170.42,TRUE,FALSE,FALSE,-0.7%,,,,,,
1088,40.56214492,37.65,37.51,TRUE,FALSE,FALSE,0.4%,,,,,,
724,84.62679364,88.57,82.59,TRUE,FALSE,FALSE,7.2%,,,,,,
1529,143.4039241,120.12,143.16,TRUE,FALSE,FALSE,-16.1%,,,,,,
776,231.4571135,227.44,240.44,FALSE,TRUE,FALSE,-5.4%,,,,,,
233,169.5111234,171.65,167.46,TRUE,FALSE,FALSE,2.5%,,,,,,
310,87.26532729,93.82,87.3,FALSE,TRUE,FALSE,7.5%,,,,,,
601,32.20560836,30.85,31.41,TRUE,FALSE,FALSE,-1.8%,,,,,,
1109,150.8822182,141.79,146.03,TRUE,FALSE,FALSE,-2.9%,,,,,,
672,120.6484173,117.81,116.01,TRUE,FALSE,FALSE,1.6%,,,,,,
671,80.89314868,79.73,79.42,TRUE,FALSE,FALSE,0.4%,,,,,,
702,76.92754169,76.21,74.66,TRUE,FALSE,FALSE,2.1%,,,,,,
394,37.21431362,34.72,34.32,TRUE,FALSE,FALSE,1.2%,,,,,,
151,611.5498128,688.5,602,TRUE,FALSE,FALSE,14.4%,,,,,,
1021,54.20613287,59.8,60.17,FALSE,TRUE,FALSE,-0.6%,,,,,,
656,80.20184758,82.94,78.12,TRUE,FALSE,FALSE,6.2%,,,,,,
1294,131.0019857,127.16,128.25,TRUE,FALSE,FALSE,-0.8%,,,,,,
1762,123.3744825,122.74,120.2,TRUE,FALSE,FALSE,2.1%,,,,,,
773,76.22646236,73.69,72.37,TRUE,FALSE,FALSE,1.8%,,,,,,
660,30.15336641,28.2,28.05,TRUE,FALSE,FALSE,0.5%,,,,,,
273,61.53684207,59.53,57.98,TRUE,FALSE,FALSE,2.7%,,,,,,
159,228.5279168,221.59,227.13,TRUE,FALSE,FALSE,-2.4%,,,,,,
1768,119.4155292,112.46,119.07,TRUE,FALSE,FALSE,-5.6%,,,,,,
1270,78.26891105,70.05,74.36,TRUE,FALSE,FALSE,-5.8%,,,,,,
497,88.90449339,82.07,83.4,TRUE,FALSE,FALSE,-1.6%,,,,,,
1126,56.77032637,58.57,54.35,TRUE,FALSE,FALSE,7.8%,,,,,,
